0.5261,0.4691,0.4546,0.4560,0.4599,0.6295,0.6212,0.4560,0.5130,0.6084,0.4354,0.5925,0.4518,0.5968,0.6098,0.7127,0.5228,0.5689,0.5669,0.5617,0.5632,0.4376,0.3837,0.5742,0.5621,0.5621,0.5806,0.5664,0.4371,0.5864
0.4691,0.4691,0.6386,0.6386,0.4707,0.6386,0.5277,0.5241,0.5238,0.6083,0.5925,0.5256,0.5299,0.5233,0.7137,0.5222,0.7127,0.5086,0.5035,0.5956,0.3775,0.5742,0.5742,0.5742,0.5621,0.3738,0.3738,0.5774,0.5774,0.5730
0.4769,0.6501,0.4713,0.4704,0.6386,0.5277,0.6294,0.6211,0.5426,0.7364,0.5229,0.6016,0.7176,0.7140,0.7126,0.6005,0.7076,0.7079,0.7079,0.5098,0.5230,0.7141,0.7141,0.5221,0.5741,0.3777,0.5661,0.5914,0.5774,0.3869
0.5313,0.6496,0.4701,0.4701,0.7593,0.7593,0.7531,0.7531,0.7419,0.7419,0.7294,0.7133,0.5259,0.5184,0.5952,0.7139,0.7139,0.5234,0.6066,0.5230,0.7189,0.7154,0.6057,0.7163,0.7382,0.5274,0.7382,0.5644,0.3811,0.3909
0.6500,0.7604,0.6240,0.7604,0.7541,0.7541,0.6194,0.7480,0.6158,0.6129,0.5431,0.5270,0.7145,0.7188,0.6030,0.5244,0.7249,0.7249,0.5230,0.7189,0.7228,0.6152,0.5124,0.7313,0.7313,0.5274,0.7405,0.7405,0.7313,0.4855
0.7660,0.7660,0.7604,0.5488,0.6240,0.7604,0.6257,0.5505,0.5469,0.7431,0.7431,0.7306,0.5403,0.7255,0.7262,0.6125,0.7249,0.7263,0.7289,0.7309,0.7211,0.5322,0.6204,0.6156,0.7405,0.5274,0.5274,0.7405,0.7405,0.6156
0.7670,0.5566,0.6296,0.7660,0.7660,0.7660,0.7660,0.7660,0.6313,0.7515,0.5543,0.7464,0.5375,0.5403,0.7324,0.6166,0.7354,0.7272,0.7491,0.5458,0.7361,0.7454,0.7454,0.5322,0.7478,0.7478,0.7478,0.7478,0.5274,0.5274
0.7618,0.6219,0.6317,0.7705,0.5576,0.5576,0.6312,0.7670,0.7643,0.7643,0.7586,0.5579,0.7369,0.7228,0.6071,0.5524,0.5458,0.7407,0.7514,0.7514,0.7514,0.5322,0.7526,0.6204,0.6204,0.7478,0.7478,0.7478,0.5274,0.7405
0.7774,0.7774,0.7757,0.7757,0.7757,0.7757,0.7757,0.6375,0.5635,0.7706,0.7657,0.7644,0.7661,0.5639,0.6221,0.6221,0.7514,0.6264,0.7571,0.7586,0.7586,0.5458,0.5322,0.5322,0.7526,0.6204,0.6156,0.7478,0.5274,0.7478
0.7866,0.5635,0.5635,0.7866,0.6375,0.7866,0.5635,0.5635,0.5652,0.6392,0.7815,0.6392,0.5648,0.7753,0.6379,0.5481,0.7543,0.5524,0.7586,0.5443,0.5458,0.5458,0.7586,0.7526,0.7748,0.7748,0.5322,0.7526,0.6156,0.7478
